rank,story_id,title_internal,bounded_moment,audience,topics,service_actions,score,source_media_id,source_permalink,privacy_state,proof_ceiling,packet_state
168,JEN-STORY-3612367634891265864,DID IT AGAIN! 👏🏼,,BUYER; SELLER,decision clarity,,54,3612367634891265864,https://www.instagram.com/p/DIhtTmLz9dI/,DEIDENTIFIED,EXPERIENCE,BANK
169,JEN-STORY-3486251852130435694,DON’T SKIP THESE QUESTIONS 👇,,BUYER; SELLER,decision clarity,,54,3486251852130435694,https://www.instagram.com/p/DBhp5aryEJu/,DEIDENTIFIED,EXPERIENCE,BANK
170,JEN-STORY-3458523255001320727,Let’s zoom out a few decades in order to put the current 30 year fixed mortgage rates into perspecti,,BUYER; SELLER,market proof and numbers,,54,3458523255001320727,https://www.instagram.com/p/C__JJONyA0X/,DEIDENTIFIED,EXPERIENCE,BANK
171,JEN-STORY-3454951779098036646,Step into a world where luxury meets tranquility. This Encino masterpiece at [address removed] isn’t,,BUYER,local life and homes,,54,3454951779098036646,https://www.instagram.com/p/C_ydFaFPgmm/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
172,JEN-STORY-3097545621241288708,"when i first told mom which house it was, she wasn’t sure.","when i first told mom which house it was, she wasn’t sure.",SELLER,grief growth and resilience,,54,3097545621241288708,https://www.instagram.com/p/Cr8sVS9p1gE/,DEIDENTIFIED,EXPERIENCE,BANK
173,JEN-STORY-2923821348360719921,"This worried them at first, but I put them in touch with one of our great lenders, [handle removed],","This worried them at first, but I put them in touch with one of our great lenders, [handle removed], and was able to help ease their concerns with the shifting market. In a few short weeks we found THE home.",,life transitions around home,,54,2923821348360719921,https://www.instagram.com/p/CiTgAZ3vo4x/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
174,JEN-STORY-2617150933941826568,"With homes going $100K+ above market, they almost didn’t even want to look at this one because it wo","With homes going $100K+ above market, they almost didn’t even want to look at this one because it would completely price them way out of budget.",BUYER,travel and experience design,,54,2617150933941826568,https://www.instagram.com/p/CRR_Oh9LzQI/,DEIDENTIFIED,EXPERIENCE,BANK
175,JEN-STORY-2375736095636828272,"And what we found was that we could give you all so much more from the site, designs, content, and m","And what we found was that we could give you all so much more from the site, designs, content, and more.",BUYER,music community and belonging,,54,2375736095636828272,https://www.instagram.com/p/CD4T2RMgbBw/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
176,JEN-STORY-2360455499041798495,It’s usually a little bittersweet for our clients when we help them sell their first home ever. This,,SELLER,life transitions around home,,54,2360455499041798495,https://www.instagram.com/p/CDCBcUogPlf/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
177,JEN-STORY-1920829477862357983,"yes, sometimes it’s scary, but some of those most amazing things are on the other side of fear.","yes, sometimes it’s scary, but some of those most amazing things are on the other side of fear.",SELLER,travel and experience design,,54,1920829477862357983,https://www.instagram.com/p/BqoKDuuFbvf/,DEIDENTIFIED,EXPERIENCE,BANK
178,JEN-STORY-3240314087030977552,then another roller coaster of emotions with a trip to the NICU and getting discharged from the hosp,then another roller coaster of emotions with a trip to the NICU and getting discharged from the hospital without your baby.,,motherhood and family life,,53,3240314087030977552,https://www.instagram.com/p/Cz36H6GLPQQ/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
179,JEN-STORY-3948485959372806707,Still searching for the perfect place to lease?,,SELLER,unclassified,,51,3948485959372806707,https://www.instagram.com/p/DbL1w9hCJoz/,DEIDENTIFIED,EXPERIENCE,BANK
180,JEN-STORY-3924045424729576679,POV: you show up to host an open house and somehow end up filming social media content instead. 🎬🏡,,SELLER,unclassified,,51,3924045424729576679,https://www.instagram.com/p/DZ1AoX3gNTn/,DEIDENTIFIED,EXPERIENCE,BANK
181,JEN-STORY-3916002805529745750,JUST LISTED | CHATSWORTH ✨,,SELLER,unclassified,,51,3916002805529745750,https://www.instagram.com/p/DZYb83DCJlW/,DEIDENTIFIED,EXPERIENCE,BANK
182,JEN-STORY-3847097103709701262,✨ JUST LISTED IN CANOGA PARK ✨,,SELLER,decision clarity,,51,3847097103709701262,https://www.instagram.com/p/DVjom7bDQSO/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
183,JEN-STORY-3816678019335550250,✨ JUST SOLD | SHERWOOD FOREST ✨,,BUYER; SELLER,decision clarity,,51,3816678019335550250,https://www.instagram.com/p/DT3kG_ciXUq/,DEIDENTIFIED,EXPERIENCE,BANK
184,JEN-STORY-3714403986221114440,Just Sold ✨,,BUYER,decision clarity,,51,3714403986221114440,https://www.instagram.com/p/DOMNr7nASRI/,DEIDENTIFIED,EXPERIENCE,BANK
185,JEN-STORY-3647705087699886023,"As a Realtor for over 13 years, I’ve seen it all — from wild bidding wars to balanced (and sometimes",,BUYER; SELLER,unclassified,,51,3647705087699886023,https://www.instagram.com/p/DKfQHNtvJ_H/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
186,JEN-STORY-3515925498306258739,BOOM! we are officially in escrow in about a week 🏡💥,,SELLER,unclassified,,51,3515925498306258739,https://www.instagram.com/p/DDLE5zPSGcz/,DEIDENTIFIED,EXPERIENCE,BANK
187,JEN-STORY-3328778007661120870,🏡✨ JUST LISTED! 🏡✨,,SELLER,market proof and numbers,,51,3328778007661120870,https://www.instagram.com/p/C4yMfYaxg1m/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
188,JEN-STORY-3082430181122259824,🏡💫 JUST LISTED! 🏡💫,,SELLER,market proof and numbers,,51,3082430181122259824,https://www.instagram.com/p/CrG_esWvDtw/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
189,JEN-STORY-2947796009938308281,#MyHouseSellersPresents,,SELLER,unclassified,,51,2947796009938308281,https://www.instagram.com/p/CjorNpar8y5/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
190,JEN-STORY-2928243166449294329,#MyHouseSellersPresents,,SELLER,unclassified,,51,2928243166449294329,https://www.instagram.com/p/CijNaU4LNv5/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
191,JEN-STORY-2911510928529810565,#MyHouseSellersPresents,,SELLER,unclassified,,51,2911510928529810565,https://www.instagram.com/p/Chnw8N-r-SF/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
192,JEN-STORY-2831850514674366782,#MyHouseSellersPresents,,SELLER,unclassified,,51,2831850514674366782,https://www.instagram.com/p/CdMwQoQLDk-/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
193,JEN-STORY-2775098081442432515,#MyHouseSellersPresents,,SELLER,unclassified,,51,2775098081442432515,https://www.instagram.com/p/CaDIQCBPoYD/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
194,JEN-STORY-2344499694211743726,#MyHouseSellersPresents,,SELLER,life transitions around home,,51,2344499694211743726,https://www.instagram.com/p/CCJVgzZgL_u/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
195,JEN-STORY-2299565866183907214,#MyHouseSellersPresents,,SELLER,unclassified,,51,2299565866183907214,https://www.instagram.com/p/B_psvi_gVeO/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
196,JEN-STORY-2107044490152968370,#MyHouseSellersPresents,,SELLER,unclassified,,51,2107044490152968370,https://www.instagram.com/p/B09uczZgwCy/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
197,JEN-STORY-2056894897134311052,"With almost no money down, they thought their dreams of being homeowners would never come true, but ",,BUYER,unclassified,,51,2056894897134311052,https://www.instagram.com/p/ByLjwLUARaM/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
198,JEN-STORY-1961143196752256456,OPEN HOUSE TODAY!,,SELLER,local life and homes,,51,1961143196752256456,https://www.instagram.com/p/Bs3YVjMF53I/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
199,JEN-STORY-1911111366368202527,"as we observe veterans day today, THANK YOU and happy veterans day to my friends, family, and all th",,BUYER,unclassified,,51,1911111366368202527,https://www.instagram.com/p/BqFoamGlo8f/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
200,JEN-STORY-2937586511736146081,calvin harris was actually the main reason we decided to get tickets this year.,calvin harris was actually the main reason we decided to get tickets this year.,,music community and belonging,,50,2937586511736146081,https://www.instagram.com/p/CjEZ15RAwih/,NEEDS_JEN_APPROVAL,EXPERIENCE,BANK
